tick,cycles,kind,pc,ra,fn,mode,d4d4,scratch0,dest,d278,hp,d2e8,gp90,a0,a1,a2,a3,sp,s0,s1,note
195,0xf57b4d79,OP55,0x800144fc,0x80017248,unknown,0x00000000,0x00,0x00000108,0xa8001248,0x00000000,-1,0x00000001,0x801a4a7c,0x801ffed0,0x00000001,0x00000001,0x801a4a78,0x801ffec0,0x801ffed0,0x80010690,battle_0x55
196,0xf58c86dd,OP55,0x800144fc,0x80017248,unknown,0x00000000,0x00,0x00000108,0xa8001248,0x00000000,-1,0x00000001,0x801a4a7c,0x801ffed0,0x00000001,0x00000001,0x801a4a78,0x801ffec0,0x801ffed0,0x80010690,battle_0x55
197,0xf59dc042,OP55,0x800144fc,0x80017248,unknown,0x00000000,0x00,0x00000108,0xa8001248,0x00000000,-1,0x00000001,0x801a4a7c,0x801ffed0,0x00000001,0x00000001,0x801a4a78,0x801ffec0,0x801ffed0,0x80010690,battle_0x55
198,0xf5aef998,OP55,0x800144fc,0x80017248,unknown,0x00000000,0x00,0x00000108,0xa8001248,0x00000000,-1,0x00000001,0x801a4a7c,0x801ffed0,0x00000001,0x00000001,0x801a4a78,0x801ffec0,0x801ffed0,0x80010690,battle_0x55
199,0xf5c032e8,OP55,0x800144fc,0x80017248,unknown,0x00000000,0x00,0x00000108,0xa8001248,0x00000000,-1,0x00000001,0x801a4a7c,0x801ffed0,0x00000001,0x00000001,0x801a4a78,0x801ffec0,0x801ffed0,0x80010690,battle_0x55
200,0xf5d17e8f,OP55,0x800144fc,0x80017248,unknown,0x00000000,0x00,0x00000108,0xa8001248,0x00000000,-1,0x00000001,0x801a4a7c,0x801ffed0,0x00000001,0x00000001,0x801a4a78,0x801ffec0,0x801ffed0,0x80010690,battle_0x55
201,0xf5e2a5bb,OP55,0x800144fc,0x80017248,unknown,0x00000000,0x00,0x00000108,0xa8001248,0x00000000,-1,0x00000001,0x801a4a7c,0x801ffed0,0x00000001,0x00000001,0x801a4a78,0x801ffec0,0x801ffed0,0x80010690,battle_0x55
202,0xf5f3df01,OP55,0x800144fc,0x80017248,unknown,0x00000000,0x00,0x00000108,0xa8001248,0x00000000,-1,0x00000001,0x801a4a7c,0x801ffed0,0x00000001,0x00000001,0x801a4a78,0x801ffec0,0x801ffed0,0x80010690,battle_0x55
203,0xf605188e,OP55,0x800144fc,0x80017248,unknown,0x00000000,0x00,0x00000108,0xa8001248,0x00000000,-1,0x00000001,0x801a4a7c,0x801ffed0,0x00000001,0x00000001,0x801a4a78,0x801ffec0,0x801ffed0,0x80010690,battle_0x55
204,0xf61651dc,OP55,0x800144fc,0x80017248,unknown,0x00000000,0x00,0x00000108,0xa8001248,0x00000000,-1,0x00000001,0x801a4a7c,0x801ffed0,0x00000001,0x00000001,0x801a4a78,0x801ffec0,0x801ffed0,0x80010690,battle_0x55
205,0xf6278b3c,OP55,0x800144fc,0x80017248,unknown,0x00000000,0x00,0x00000108,0xa8001248,0x00000000,-1,0x00000001,0x801a4a7c,0x801ffed0,0x00000001,0x00000001,0x801a4a78,0x801ffec0,0x801ffed0,0x80010690,battle_0x55
206,0xf638c46d,OP55,0x800144fc,0x80017248,unknown,0x00000000,0x00,0x00000108,0xa8001248,0x00000000,-1,0x00000001,0x801a4a7c,0x801ffed0,0x00000001,0x00000001,0x801a4a78,0x801ffec0,0x801ffed0,0x80010690,battle_0x55
207,0xf649fdf5,OP55,0x800144fc,0x80017248,unknown,0x00000000,0x00,0x00000108,0xa8001248,0x00000000,-1,0x00000001,0x801a4a7c,0x801ffed0,0x00000001,0x00000001,0x801a4a78,0x801ffec0,0x801ffed0,0x80010690,battle_0x55
208,0xf65b3736,OP55,0x800144fc,0x80017248,unknown,0x00000000,0x00,0x00000108,0xa8001248,0x00000000,-1,0x00000001,0x801a4a7c,0x801ffed0,0x00000001,0x00000001,0x801a4a78,0x801ffec0,0x801ffed0,0x80010690,battle_0x55
209,0xf66c708f,OP55,0x800144fc,0x80017248,unknown,0x00000000,0x00,0x00000108,0xa8001248,0x00000000,-1,0x00000001,0x801a4a7c,0x801ffed0,0x00000001,0x00000001,0x801a4a78,0x801ffec0,0x801ffed0,0x80010690,battle_0x55
210,0xf67da9eb,OP55,0x800144fc,0x80017248,unknown,0x00000000,0x00,0x00000108,0xa8001248,0x00000000,-1,0x00000001,0x801a4a7c,0x801ffed0,0x00000001,0x00000001,0x801a4a78,0x801ffec0,0x801ffed0,0x80010690,battle_0x55
212,0xf67db3e4,293F4,0x800293f4,0x80029918,unknown,0x00000000,0x00,0x00000108,0xa8001248,0x800b8a20,40,0x00000001,0x801a4a7c,0x00000000,0xffffffff,0x00001000,0x00000000,0x801ffe88,0x00000000,0x801ffed0,hp_copy
214,0xf68ee379,OP55,0x800144fc,0x80017248,unknown,0x00000000,0x00,0x00000108,0xa8001248,0x800b8a20,40,0x00000001,0x801a4a7c,0x801ffed0,0x00000001,0x00000001,0x801a4a78,0x801ffec0,0x801ffed0,0x80010690,battle_0x55
215,0xf6a01cb1,OP55,0x800144fc,0x80017248,unknown,0x00000000,0x00,0x00000108,0xa8001248,0x800b8a20,40,0x00000001,0x801a4a7c,0x801ffed0,0x00000001,0x00000001,0x801a4a78,0x801ffec0,0x801ffed0,0x80010690,battle_0x55
216,0xf6b1562a,OP55,0x800144fc,0x80017248,unknown,0x00000000,0x00,0x00000108,0xa8001248,0x800b8a20,40,0x00000001,0x801a4a7c,0x801ffed0,0x00000001,0x00000001,0x801a4a78,0x801ffec0,0x801ffed0,0x80010690,battle_0x55
218,0xf6b164ca,MODE7_STORE,0x8002cee0,0x8002bcac,unknown,0x00000006,0x00,0x00000108,0xa8001248,0x800b8a20,40,0x00000001,0x801a4b10,0x00000000,0x800b8a20,0x00000000,0x00000800,0x801ffa70,0x00000000,0x00000001,sw mode=7
220,0xfaf72442,OP2A,0x80017a50,0x80017248,unknown,0x00000007,0x00,0x00000108,0xa8001248,0x800b8a20,40,0x00000001,0x801a0d58,0x801ffec8,0x00000002,0x00000002,0x801a0d50,0x801ffeb8,0x801ffec8,0x80010690,scratch_bit_op
222,0xfb19c548,OP2A,0x80017a50,0x80017248,unknown,0x00000007,0x00,0x00000118,0xa8001248,0x800b8a20,40,0x00000005,0x801a5b08,0x801ffed0,0x00000002,0x00000002,0x801a5b00,0x801ffec0,0x801ffed0,0x80010690,scratch_bit_op
224,0xfb19c63a,4D4_SET_33A2C,0x80033a34,0x80019d34,unknown,0x00000007,0x00,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a5b20,0x801ffed0,0x00000000,0x00000000,0x801a5b20,0x801ffea8,0x801ffed0,0x80010690,sb 4D4=1
227,0xfb19f1a0,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a2278,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
228,0xfb2ae347,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
229,0xfb3c1c99,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
230,0xfb4d561c,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
231,0xfb5e9085,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a12ec,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
232,0xfb6fc8ae,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
233,0xfb81022a,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
234,0xfb923ba1,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
235,0xfba374b8,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
236,0xfbb4ae1c,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
237,0xfbc5e797,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
238,0xfbd7210f,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
239,0xfbe85a58,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
240,0xfbf99379,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
241,0xfc0acde9,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a12ec,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
242,0xfc1c0678,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
243,0xfc2d3fc8,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
244,0xfc3e7928,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
245,0xfc4fb27b,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
246,0xfc60ebdc,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
247,0xfc722545,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
248,0xfc835ea0,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
249,0xfc9497fe,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
250,0xfca5d12e,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
251,0xfcb70b89,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a12ec,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
252,0xfcc84400,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
253,0xfcd97d55,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
254,0xfceab688,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
255,0xfcfbf016,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a4338,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x00000100,0xfd0d21f4,OP2A,0x80017a50,0x80017248,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a22bc,0x801ffed0,0x00000002,0x00000002,0x801a22b4,0x801ffec0,0x801ffed0,0x80010690,scratch_bit_op
0x00000101,0xfd0d3621,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x00000102,0xfd1ea197,OP2A,0x80017a50,0x80017248,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a22bc,0x801ffed0,0x00000002,0x00000002,0x801a22b4,0x801ffec0,0x801ffed0,0x80010690,scratch_bit_op
0x00000103,0xfd1eb420,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x00000104,0xfd2fd75f,OP2A,0x80017a50,0x80017248,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a3494,0x801ffed0,0x00000002,0x00000002,0x801a348c,0x801ffec0,0x801ffed0,0x80010690,scratch_bit_op
0x00000105,0xfd304200,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x00000106,0xfd413241,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x00000107,0xfd526d99,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x00000108,0xfd63a82c,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a12ec,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x00000109,0xfd74e053,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x0000010a,0xfd8617e3,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x0000010b,0xfd97530c,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x0000010c,0xfda88d09,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x0000010d,0xfdb9cb23,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x0000010e,0xfdcafe35,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x0000010f,0xfddc407a,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x00000110,0xfded7210,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x00000111,0xfdfeab69,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x00000112,0xfe0fe619,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a12ec,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x00000113,0xfe211e22,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x00000114,0xfe325abf,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x00000115,0xfe4396ca,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a0140,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x00000116,0xfe439975,1E940,0x8001e940,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,40,0x00000004,0x801a0140,0x800b8a20,0x000000c1,0x00000025,0x801ffd58,0x801ffa68,0x800bfc10,0x800a5d5c,hp_minus_lbu92
0x00000118,0xfe54c7bb,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,39,0x00000004,0x801a0140,0x00000001,0x00000000,0x801fff48,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x00000119,0xfe660024,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,39,0x00000005,0x801a0140,0x00000001,0x00000000,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x0000011a,0xfe7739b2,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,39,0x00000005,0x801a0140,0x00000001,0x00000000,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x0000011b,0xfe887253,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,39,0x00000005,0x801a22dc,0x00000001,0x00000000,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x0000011c,0xfe99b09a,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,39,0x00000005,0x801a22dc,0x00000001,0x000000ff,0x0000009f,0x00000082,0x801ffd90,0x00000000,0x00000001,damage_entry
0x0000011d,0xfeaae730,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,39,0x00000005,0x801a0140,0x00000001,0x00000050,0x000000a3,0x801ffd58,0x801ffd90,0x00000000,0x00000001,damage_entry
0x0000011e,0xfebc21f1,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,39,0x00000005,0x801a0140,0x00000001,0x00000046,0x000000f9,0x0000009f,0x801ffd90,0x00000000,0x00000001,damage_entry
0x0000011f,0xfecd59f8,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,39,0x00000005,0x801a0140,0x00000001,0x00000050,0x000000a3,0x801ffd58,0x801ffd90,0x00000000,0x00000001,damage_entry
0x00000120,0xfede9173,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,39,0x00000005,0x801a0140,0x00000001,0x000000ff,0x0000009f,0x00000082,0x801ffd90,0x00000000,0x00000001,damage_entry
0x00000121,0xfeefcd0a,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,39,0x00000005,0x801a0140,0x00000001,0x00000050,0x000000a3,0x801ffd58,0x801ffd90,0x00000000,0x00000001,damage_entry
0x00000122,0xff01063f,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,39,0x00000005,0x801a0140,0x00000001,0x00000046,0x000000f9,0x0000009f,0x801ffd90,0x00000000,0x00000001,damage_entry
0x00000123,0xff123fa9,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,39,0x00000005,0x801a0140,0x00000001,0x00000050,0x000000a3,0x801ffd58,0x801ffd90,0x00000000,0x00000001,damage_entry
0x00000124,0xff2376cd,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,39,0x00000005,0x801a0140,0x00000001,0x000000ff,0x0000009f,0x00000082,0x801ffd90,0x00000000,0x00000001,damage_entry
0x00000125,0xff34b29d,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,39,0x00000005,0x801a0140,0x00000001,0x00000050,0x000000a3,0x801ffd58,0x801ffd90,0x00000000,0x00000001,damage_entry
0x00000126,0xff45ebb3,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,39,0x00000005,0x801a0140,0x00000001,0x00000046,0x000000f9,0x0000009f,0x801ffd90,0x00000000,0x00000001,damage_entry
0x00000127,0xff5724ec,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,39,0x00000005,0x801a0140,0x00000001,0x00000050,0x000000a3,0x801ffd58,0x801ffd90,0x00000000,0x00000001,damage_entry
0x00000128,0xff685d43,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,39,0x00000005,0x801a0140,0x00000001,0x000000ff,0x0000009f,0x00000082,0x801ffd90,0x00000000,0x00000001,damage_entry
0x00000129,0xff799794,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,39,0x00000005,0x801a0140,0x00000001,0x00000050,0x000000a3,0x801ffd58,0x801ffd90,0x00000000,0x00000001,damage_entry
0x0000012a,0xff8ad59f,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,39,0x00000005,0x801a0140,0x00000001,0x00000046,0x000000f9,0x0000009f,0x801ffd90,0x00000000,0x00000001,damage_entry
0x0000012b,0xff9c09b2,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,39,0x00000005,0x801a22dc,0x00000001,0x00000050,0x000000a3,0x801ffd58,0x801ffd90,0x00000000,0x00000001,damage_entry
0x0000012c,0xffad41d5,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,39,0x00000005,0x801a0140,0x00000001,0x000000ff,0x0000009f,0x00000082,0x801ffd90,0x00000000,0x00000001,damage_entry
0x0000012d,0xffbe7e16,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,39,0x00000004,0x801a0140,0x00000001,0x00000050,0x000000a3,0x801ffd58,0x801ffd90,0x00000000,0x00000001,damage_entry
0x0000012e,0xffbe85ee,1F704,0x8001f704,0x8001f5f0,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,39,0x00000004,0x801a0140,0x800b8a20,0x00000000,0x800b8a20,0x00000103,0x801ffa38,0x00000005,0x800a5d5c,computed_damage
0x00000130,0xffcfb615,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000004,0x801a22dc,0x00000001,0x00000046,0x000000f9,0x0000009f,0x801ffd90,0x00000000,0x00000001,damage_entry
0x00000131,0xffe0efdc,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a0140,0x00000001,0x00000050,0x000000a3,0x801ffd58,0x801ffd90,0x00000000,0x00000001,damage_entry
